,age,consentEnd,demographicsEnd,education,gender,gigBenefit,gigEver,gigWorkers,income,introEnd,politics,race,studyEnd,scenario0end,scenario1end,scenario2end,scenario3end,scenario4end,scenario5end,scenario6end,scenario7end,scenario8end,Day off,Direct Supervisor,Evaluation,Salary,Working Options (companies in same sector),Working hours (length),Working hours (time period),choice,eval,pid,rid
264,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Paid, but following company policies",An algorithm,Daily,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,False,4,8124,2
265,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",An algorithm,Daily,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,4,8124,2
266,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Paid, but following company policies",No,Monthly,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,4,8124,3
267,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Paid, but following company policies",An algorithm,Daily,US$12.50 per hour,No,Work as much as you want/need,Totally flexible,False,3,8124,3
268,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Paid, but following company policies",Yes,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,False,4,8124,4
269,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",No,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,True,5,8124,4
270,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,True,5,8124,5
271,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Paid, but following company policies",Yes,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,False,5,8124,5
272,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Paid, but following company policies",No,Yearly,US$12.50 per hour,No,Minimum 4h,Totally flexible,True,4,8124,6
273,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Paid, but following company policies",An algorithm,Yearly,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,False,4,8124,6
274,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Paid, but following company policies",Yes,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,9am-5pm required,False,4,8124,7
275,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Work as much as you want/need,Totally flexible,True,5,8124,7
276,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",No,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 4h,Totally flexible,True,4,8124,8
277,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,False,4,8124,8
278,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",No,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Work as much as you want/need,Totally flexible,False,4,8124,9
279,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,True,5,8124,9
280,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",An algorithm,Daily,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,False,3,8425,0
281,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,True,4,8425,0
282,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",An algorithm,Daily,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,False,3,8425,1
283,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",Yes,Daily,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,True,4,8425,1
284,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Paid, but following company policies",An algorithm,Daily,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,False,3,8425,2
285,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",An algorithm,Monthly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,True,4,8425,2
286,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,3,8425,3
287,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,4,8425,3
288,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",Yes,Monthly,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,True,4,8425,4
289,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 4h,Totally flexible,False,3,8425,4
290,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,4,8425,5
291,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Paid, but following company policies",No,Monthly,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,False,3,8425,5
292,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,9am-5pm required,False,3,8425,6
293,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",Yes,Monthly,US$12.50 per hour,No,Work as much as you want/need,Totally flexible,True,5,8425,6
294,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Unpaid, but whenever you want",Yes,Daily,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,4,8425,7
295,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Paid, but following company policies",No,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,False,3,8425,7
296,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Paid, but following company policies",An algorithm,Yearly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,True,4,8425,8
297,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Paid, but following company policies",No,Monthly,US$12.50 per hour,No,Minimum 4h,Totally flexible,False,3,8425,8
298,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Paid, but following company policies",An algorithm,Yearly,US$12.50 per hour,No,Work as much as you want/need,Totally flexible,True,4,8425,9
299,18-24 years old,13390,775814,Bachelor's degree or lower,Male,Yes,No,I am not sure,Prefer not to respond,19198,Prefer not to respond,Asian,691878,141479,179621,368214,503127,528838,541422,567006,599022,635998,"Paid, but following company policies",Yes,Daily,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,False,4,8425,9
300,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Unpaid, but whenever you want",An algorithm,Yearly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,True,4,8715,0
301,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Paid, but following company policies",No,Daily,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,False,3,8715,0
302,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Unpaid, but whenever you want",Yes,Yearly,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,True,4,8715,1
303,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Paid, but following company policies",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 4h,Totally flexible,False,3,8715,1
304,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Unpaid, but whenever you want",Yes,Daily,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,True,3,8715,2
305,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Paid, but following company policies",Yes,Monthly,US$12.50 per hour,No,Minimum 8h,9am-5pm required,False,3,8715,2
306,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Paid, but following company policies",Yes,Yearly,US$12.50 per hour,No,Work as much as you want/need,Totally flexible,False,3,8715,3
307,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Unpaid, but whenever you want",An algorithm,Monthly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,True,4,8715,3
308,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Paid, but following company policies",No,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,3,8715,4
309,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Paid, but following company policies",Yes,Yearly,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,False,2,8715,4
310,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,True,3,8715,5
311,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,False,2,8715,5
312,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Unpaid, but whenever you want",Yes,Daily,US$12.50 per hour,No,Minimum 8h,9am-5pm required,False,2,8715,6
313,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Paid, but following company policies",No,Monthly,US$12.50 per hour,No,Minimum 4h,Totally flexible,True,3,8715,6
314,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,2,8715,7
315,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,True,2,8715,7
316,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Paid, but following company policies",No,Monthly,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,True,3,8715,8
317,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Paid, but following company policies",An algorithm,Yearly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,2,8715,8
318,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,False,2,8715,9
319,18-24 years old,54101,520904,Bachelor's degree or lower,Male,No,Yes,Contractors,Prefer not to respond,106125,Conservative,Hispanic,424599,150447,181644,206895,229400,269161,287331,329551,378739,404292,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,True,3,8715,9
320,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",No,Daily,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,True,3,9003,0
321,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Unpaid, but whenever you want",No,Yearly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,2,9003,0
322,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Unpaid, but whenever you want",No,Daily,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,3,9003,1
323,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",Yes,Yearly,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,False,2,9003,1
324,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,False,2,9003,2
325,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,True,3,9003,2
326,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,9am-5pm required,False,2,9003,3
327,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",Yes,Daily,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,3,9003,3
328,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,2,9003,4
329,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,3,9003,4
330,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",No,Yearly,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,3,9003,5
331,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Unpaid, but whenever you want",Yes,Daily,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,False,2,9003,5
332,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",No,Yearly,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,2,9003,6
333,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",An algorithm,Monthly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,False,1,9003,6
334,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,True,3,9003,7
335,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Unpaid, but whenever you want",No,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,False,2,9003,7
336,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",No,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 4h,Totally flexible,True,3,9003,8
337,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Unpaid, but whenever you want",Yes,Daily,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,2,9003,8
338,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",No,Daily,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,3,9003,9
339,25-34 years old,11333,779958,Graduate degree,Male,I am not sure,No,I am not sure,"$20,000-$39,999",60269,Somewhat liberal,Caucasian,600691,173408,224962,283089,383208,404431,428017,504438,522258,540824,"Paid, but following company policies",Yes,Monthly,US$12.50 per hour,No,Minimum 4h,Totally flexible,False,2,9003,9
340,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Paid, but following company policies",An algorithm,Yearly,US$12.50 per hour,No,Minimum 8h,9am-5pm required,False,1,9137,0
341,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,9am-5pm required,True,2,9137,0
342,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Paid, but following company policies",No,Yearly,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,2,9137,1
343,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",An algorithm,Yearly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,False,1,9137,1
344,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,True,2,9137,2
345,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Paid, but following company policies",Yes,Daily,US$12.50 per hour,No,Minimum 8h,Totally flexible,False,1,9137,2
346,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",No,Daily,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,True,2,9137,3
347,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,False,1,9137,3
348,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,True,2,9137,4
349,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Unpaid, but whenever you want",Yes,Yearly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,False,1,9137,4
350,18-24 years old,13279,661766,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",34119,Moderate,Asian,495894,178678,283862,319071,356502,373454,401007,420910,442286,454438,"Paid, but following company policies",No,Yearly,Fixed US$500.00,No,Minimum 4h,Totally flexible,True,2,9137,5
